Sector_ID,Tree_Density_Pct,Fuel_Moisture_Content_Pct,Slope_Steepness_Deg,Temperature_C,Humidity_Pct,Wind_Speed_MPH,Active_Hotspot,Fire_Occurred
SEC-007,0.9,0.06,28,10.7,17.2,48.2,1,1
SEC-007,0.9,0.06,28,24.3,16.5,34.7,0,0
SEC-019,0.92,0.05,4,42.5,8.0,44.9,0,1
SEC-002,0.45,0.18,3,40.7,51.3,35.1,0,0
SEC-050,0.81,0.06,25,43.4,47.1,35.7,0,0
SEC-038,0.87,0.06,12,23.6,48.2,5.7,0,0
SEC-007,0.9,0.06,28,10.9,42.3,46.4,0,1
SEC-007,0.9,0.06,28,39.4,61.4,45.9,0,0
SEC-002,0.45,0.18,3,31.3,22.5,18.1,0,0
SEC-038,0.87,0.06,12,22.1,78.9,35.8,0,0
SEC-043,0.89,0.05,30,34.5,40.7,30.7,0,0
SEC-023,0.1,0.04,45,28.7,55.9,7.6,0,0
SEC-050,0.81,0.06,25,38.1,33.4,22.1,0,0
SEC-009,0.8,0.07,31,27.6,71.3,25.8,0,0
SEC-043,0.89,0.05,30,21.6,36.5,44.1,0,1
SEC-002,0.45,0.18,3,37.5,69.4,1.4,0,0
SEC-023,0.1,0.04,45,10.2,66.8,48.9,0,1
SEC-043,0.89,0.05,30,36.7,74.7,10.1,0,0
SEC-050,0.81,0.06,25,28.3,62.1,15.3,0,0
SEC-023,0.1,0.04,45,17.8,28.9,19.4,0,0
SEC-002,0.45,0.18,3,16.1,61.6,47.4,0,1
SEC-023,0.1,0.04,45,11.5,12.2,40.2,0,1
SEC-038,0.87,0.06,12,14.8,45.0,13.8,0,0
SEC-023,0.1,0.04,45,27.8,58.4,30.0,0,0
SEC-002,0.45,0.18,3,16.7,57.0,32.7,0,0
SEC-009,0.8,0.07,31,12.2,23.5,49.8,0,1
SEC-043,0.89,0.05,30,22.3,11.9,20.7,0,0
SEC-003,0.7,0.11,35,12.0,9.1,35.2,0,0
SEC-038,0.87,0.06,12,37.1,24.5,5.6,0,0
SEC-019,0.92,0.05,4,33.3,56.5,25.9,0,0
SEC-019,0.92,0.05,4,28.8,28.1,51.0,0,1
SEC-043,0.89,0.05,30,20.7,23.4,33.5,0,0
SEC-009,0.8,0.07,31,34.1,77.7,47.8,0,1
SEC-003,0.7,0.11,35,43.6,56.6,32.9,0,0
SEC-001,0.85,0.08,22,23.3,11.8,55.0,0,1
SEC-043,0.89,0.05,30,40.6,68.3,11.7,0,0
SEC-009,0.8,0.07,31,31.8,32.6,52.9,0,1
SEC-038,0.87,0.06,12,20.2,40.8,4.8,0,0
SEC-001,0.85,0.08,22,35.5,8.4,34.9,0,1
SEC-001,0.85,0.08,22,41.2,66.7,21.3,1,1
SEC-001,0.85,0.08,22,23.9,15.6,53.8,0,0
SEC-007,0.9,0.06,28,44.3,24.5,55.9,0,1
SEC-003,0.7,0.11,35,44.3,50.2,15.5,0,0
SEC-023,0.1,0.04,45,43.2,58.1,11.1,0,0
SEC-019,0.92,0.05,4,20.6,47.3,14.9,0,0
SEC-003,0.7,0.11,35,10.0,68.0,24.5,0,0
SEC-003,0.7,0.11,35,14.7,18.8,39.2,0,0
SEC-001,0.85,0.08,22,34.7,71.8,28.8,0,0
SEC-038,0.87,0.06,12,35.0,26.9,5.3,1,1
SEC-001,0.85,0.08,22,11.5,7.0,31.1,0,0
SEC-043,0.89,0.05,30,43.5,45.5,23.5,0,0
SEC-038,0.87,0.06,12,25.7,56.6,24.6,0,0
SEC-007,0.9,0.06,28,26.9,6.2,1.1,0,0
SEC-002,0.45,0.18,3,23.5,63.4,35.7,0,0
SEC-007,0.9,0.06,28,16.1,79.6,0.6,0,0
SEC-009,0.8,0.07,31,15.9,53.2,39.2,0,0
SEC-007,0.9,0.06,28,29.8,8.3,33.1,0,0
SEC-038,0.87,0.06,12,31.5,55.5,38.2,0,0
SEC-009,0.8,0.07,31,22.3,69.4,10.7,0,0
SEC-038,0.87,0.06,12,43.7,36.0,44.1,0,1
SEC-023,0.1,0.04,45,26.3,67.7,15.2,0,0
SEC-023,0.1,0.04,45,44.2,20.6,0.2,0,0
SEC-019,0.92,0.05,4,17.7,31.3,34.2,1,1
SEC-019,0.92,0.05,4,15.5,35.1,14.9,0,0
SEC-038,0.87,0.06,12,30.4,59.4,24.7,0,0
SEC-019,0.92,0.05,4,40.3,68.8,18.8,0,0
SEC-003,0.7,0.11,35,41.8,18.3,20.8,1,1
SEC-007,0.9,0.06,28,41.8,31.3,23.6,0,0
SEC-001,0.85,0.08,22,22.4,58.5,4.3,0,0
SEC-043,0.89,0.05,30,44.5,18.6,42.3,0,1
SEC-001,0.85,0.08,22,33.6,71.1,23.6,0,0
SEC-002,0.45,0.18,3,15.7,17.1,5.0,0,0
SEC-002,0.45,0.18,3,31.3,75.3,37.7,0,0
SEC-007,0.9,0.06,28,30.2,56.4,32.2,0,0
SEC-050,0.81,0.06,25,25.6,69.1,52.0,0,1
SEC-003,0.7,0.11,35,21.5,62.8,5.9,0,0
SEC-038,0.87,0.06,12,26.0,15.7,34.9,0,0
SEC-002,0.45,0.18,3,27.0,23.8,40.8,0,1
SEC-003,0.7,0.11,35,44.9,46.0,26.4,0,0
SEC-003,0.7,0.11,35,37.9,50.9,4.5,0,0
SEC-023,0.1,0.04,45,30.2,48.3,39.6,0,0
SEC-019,0.92,0.05,4,28.2,22.3,31.0,0,0
SEC-038,0.87,0.06,12,24.2,27.9,35.3,0,0
SEC-007,0.9,0.06,28,36.0,71.8,58.5,0,1
SEC-050,0.81,0.06,25,44.3,58.3,23.8,0,0
SEC-001,0.85,0.08,22,23.8,54.5,9.5,0,0
SEC-023,0.1,0.04,45,25.9,56.5,19.3,0,0
SEC-023,0.1,0.04,45,27.0,11.8,57.9,0,1
SEC-002,0.45,0.18,3,22.2,73.3,7.3,0,0
SEC-009,0.8,0.07,31,26.2,9.8,15.6,0,0
SEC-019,0.92,0.05,4,27.3,59.3,13.6,0,0
SEC-009,0.8,0.07,31,44.5,35.1,3.2,0,0
SEC-007,0.9,0.06,28,11.7,44.0,29.6,0,0
SEC-007,0.9,0.06,28,36.2,50.5,5.4,0,0
SEC-003,0.7,0.11,35,31.5,33.2,42.3,0,1
SEC-043,0.89,0.05,30,31.6,42.8,36.6,0,0
SEC-002,0.45,0.18,3,41.2,70.4,58.5,0,0
SEC-050,0.81,0.06,25,35.8,15.0,23.4,0,0
SEC-019,0.92,0.05,4,12.0,62.1,4.5,0,0
SEC-003,0.7,0.11,35,35.2,58.7,47.8,0,0
SEC-038,0.87,0.06,12,23.3,24.9,14.4,0,0
SEC-038,0.87,0.06,12,23.9,41.7,54.5,0,1
SEC-019,0.92,0.05,4,37.4,54.3,49.5,0,1
SEC-002,0.45,0.18,3,26.8,40.2,16.3,0,0
SEC-019,0.92,0.05,4,26.9,7.3,2.7,0,0
SEC-009,0.8,0.07,31,44.6,10.1,32.1,0,1
SEC-023,0.1,0.04,45,20.3,79.4,39.5,0,0
SEC-001,0.85,0.08,22,14.3,55.3,40.5,0,1
SEC-043,0.89,0.05,30,31.3,47.8,49.4,0,0
SEC-023,0.1,0.04,45,29.4,13.0,0.3,0,0
SEC-038,0.87,0.06,12,25.5,11.7,36.7,0,0
SEC-002,0.45,0.18,3,27.3,57.5,35.3,0,0
SEC-009,0.8,0.07,31,33.5,28.8,41.7,0,1
SEC-007,0.9,0.06,28,26.6,5.1,16.7,0,0
SEC-038,0.87,0.06,12,28.0,15.9,40.3,0,1
SEC-003,0.7,0.11,35,37.1,21.5,50.2,0,1
SEC-043,0.89,0.05,30,32.8,45.6,33.7,0,0
SEC-019,0.92,0.05,4,22.4,60.4,4.9,0,0
SEC-003,0.7,0.11,35,40.2,9.1,15.3,0,0
SEC-002,0.45,0.18,3,18.2,7.7,36.8,0,0
SEC-003,0.7,0.11,35,34.5,73.9,52.0,0,1
SEC-019,0.92,0.05,4,13.9,27.1,59.3,0,1
SEC-043,0.89,0.05,30,24.8,67.0,21.7,0,0
SEC-002,0.45,0.18,3,43.6,39.7,30.4,0,0
SEC-009,0.8,0.07,31,14.1,75.5,34.5,0,0
SEC-038,0.87,0.06,12,17.1,51.4,19.5,0,0
SEC-001,0.85,0.08,22,10.8,15.7,40.6,0,1
SEC-007,0.9,0.06,28,35.7,64.0,36.3,0,0
SEC-043,0.89,0.05,30,15.3,58.3,30.6,0,0
SEC-019,0.92,0.05,4,23.9,65.9,41.3,0,1
SEC-023,0.1,0.04,45,24.1,43.5,13.0,0,0
SEC-003,0.7,0.11,35,18.5,78.7,31.7,1,1
SEC-007,0.9,0.06,28,24.9,71.0,34.1,0,0
SEC-023,0.1,0.04,45,39.8,64.7,38.1,0,0
SEC-003,0.7,0.11,35,22.8,72.6,35.9,0,0
SEC-043,0.89,0.05,30,30.8,60.6,51.9,0,0
SEC-023,0.1,0.04,45,28.5,40.8,51.9,0,1
SEC-023,0.1,0.04,45,20.4,49.8,56.5,0,0
SEC-002,0.45,0.18,3,22.0,58.8,45.9,0,1
SEC-003,0.7,0.11,35,43.3,18.7,19.3,0,0
SEC-023,0.1,0.04,45,10.3,25.4,31.1,0,0
SEC-007,0.9,0.06,28,27.5,77.8,10.8,0,0
SEC-007,0.9,0.06,28,32.8,30.9,15.9,0,0
SEC-038,0.87,0.06,12,31.2,14.3,50.4,1,1
SEC-019,0.92,0.05,4,14.0,30.4,50.9,0,1
SEC-002,0.45,0.18,3,30.5,38.8,23.8,0,0
SEC-007,0.9,0.06,28,19.4,46.7,59.5,0,1
SEC-001,0.85,0.08,22,17.4,11.9,9.2,0,0
SEC-038,0.87,0.06,12,40.9,29.9,47.0,0,0
SEC-023,0.1,0.04,45,19.3,65.7,26.0,0,0
SEC-043,0.89,0.05,30,25.4,34.4,46.7,0,1
SEC-043,0.89,0.05,30,32.4,41.2,41.9,0,1
SEC-007,0.9,0.06,28,23.3,33.1,36.8,0,0
SEC-002,0.45,0.18,3,21.0,58.1,4.0,0,0
SEC-038,0.87,0.06,12,33.4,39.8,51.9,0,1
SEC-007,0.9,0.06,28,24.7,49.9,33.3,0,0
SEC-001,0.85,0.08,22,33.4,10.0,16.0,0,1
SEC-019,0.92,0.05,4,32.7,72.2,35.4,0,0
SEC-001,0.85,0.08,22,34.0,19.1,54.9,0,1
SEC-001,0.85,0.08,22,21.7,13.3,23.2,0,0
SEC-019,0.92,0.05,4,14.3,75.1,24.6,1,1
SEC-043,0.89,0.05,30,38.2,62.1,3.5,0,0
SEC-038,0.87,0.06,12,20.8,60.1,59.3,0,0
SEC-003,0.7,0.11,35,14.5,20.7,5.0,0,0
SEC-003,0.7,0.11,35,13.9,21.0,53.1,0,0
SEC-001,0.85,0.08,22,17.6,27.9,24.7,0,0
SEC-043,0.89,0.05,30,20.5,69.3,24.8,0,0
SEC-007,0.9,0.06,28,24.7,12.8,3.3,0,0
SEC-019,0.92,0.05,4,15.1,9.8,17.3,0,0
SEC-003,0.7,0.11,35,25.5,74.9,18.3,0,0
SEC-019,0.92,0.05,4,25.6,14.0,46.1,0,1
SEC-009,0.8,0.07,31,36.9,61.3,17.8,0,0
SEC-023,0.1,0.04,45,32.0,35.8,5.7,0,0
SEC-038,0.87,0.06,12,11.3,71.2,9.7,0,0
SEC-003,0.7,0.11,35,15.4,48.8,26.6,0,0
SEC-019,0.92,0.05,4,42.5,24.8,1.2,0,0
SEC-007,0.9,0.06,28,44.6,65.9,32.7,0,0
SEC-019,0.92,0.05,4,41.7,51.2,51.7,0,1
SEC-001,0.85,0.08,22,29.5,76.1,27.7,0,0
SEC-050,0.81,0.06,25,44.6,22.0,29.8,0,1
SEC-023,0.1,0.04,45,35.0,53.6,50.7,0,1
SEC-038,0.87,0.06,12,22.2,19.4,18.7,0,0
SEC-019,0.92,0.05,4,21.9,77.4,0.9,0,0
SEC-009,0.8,0.07,31,41.5,50.6,28.8,0,0
SEC-023,0.1,0.04,45,38.6,23.7,48.8,0,0
SEC-002,0.45,0.18,3,20.2,55.9,36.6,0,0
SEC-003,0.7,0.11,35,31.1,54.9,44.8,0,1
SEC-043,0.89,0.05,30,14.4,65.8,51.3,1,0
SEC-001,0.85,0.08,22,44.0,66.6,38.9,0,0
SEC-038,0.87,0.06,12,25.3,21.4,6.9,0,0
SEC-050,0.81,0.06,25,30.8,73.7,29.8,0,0
SEC-043,0.89,0.05,30,21.8,52.3,57.0,0,1
SEC-019,0.92,0.05,4,26.6,65.1,30.9,0,0
SEC-019,0.92,0.05,4,36.0,64.3,4.6,0,0
SEC-050,0.81,0.06,25,26.0,27.1,43.6,0,1
SEC-050,0.81,0.06,25,28.7,24.7,24.8,0,0
SEC-050,0.81,0.06,25,10.1,31.5,42.4,0,1
SEC-023,0.1,0.04,45,27.5,34.9,33.3,0,0
SEC-001,0.85,0.08,22,14.5,7.5,7.4,0,0
SEC-038,0.87,0.06,12,18.9,20.8,28.8,0,0
SEC-043,0.89,0.05,30,34.3,29.5,55.7,0,1
SEC-002,0.45,0.18,3,28.2,55.5,29.3,0,0
SEC-019,0.92,0.05,4,13.4,49.5,28.9,0,0
SEC-002,0.45,0.18,3,28.3,73.8,48.9,0,1
SEC-007,0.9,0.06,28,12.6,66.1,9.6,0,0
SEC-023,0.1,0.04,45,22.4,54.3,40.3,0,1
SEC-050,0.81,0.06,25,10.1,16.4,44.3,0,1
SEC-002,0.45,0.18,3,20.7,19.6,20.8,0,0
SEC-019,0.92,0.05,4,33.8,29.4,10.1,0,0
SEC-043,0.89,0.05,30,34.3,71.6,28.1,0,0
SEC-043,0.89,0.05,30,23.9,8.2,35.7,0,0
SEC-003,0.7,0.11,35,12.6,69.2,13.9,0,0
SEC-009,0.8,0.07,31,13.1,33.5,40.2,0,1
SEC-001,0.85,0.08,22,26.9,38.6,2.7,1,1
SEC-038,0.87,0.06,12,27.9,61.2,43.5,0,1
SEC-002,0.45,0.18,3,32.7,47.0,43.8,0,1
SEC-001,0.85,0.08,22,42.5,30.2,19.7,0,0
SEC-009,0.8,0.07,31,20.1,63.4,59.9,0,1
SEC-038,0.87,0.06,12,36.7,15.0,45.8,0,1
SEC-023,0.1,0.04,45,17.9,62.1,48.9,0,1
SEC-001,0.85,0.08,22,27.0,60.2,28.6,0,0
SEC-007,0.9,0.06,28,35.2,32.4,43.7,0,1
SEC-001,0.85,0.08,22,27.3,70.6,34.5,0,0
SEC-003,0.7,0.11,35,39.3,45.6,8.1,0,0
SEC-050,0.81,0.06,25,10.5,44.3,9.8,0,0
SEC-038,0.87,0.06,12,17.1,35.8,52.3,0,1
SEC-023,0.1,0.04,45,27.9,49.0,48.4,0,1
SEC-023,0.1,0.04,45,12.0,44.5,1.0,1,1
SEC-007,0.9,0.06,28,44.8,9.3,54.2,0,1
SEC-023,0.1,0.04,45,17.2,68.1,46.9,0,1
SEC-023,0.1,0.04,45,41.3,11.6,19.1,0,0
SEC-019,0.92,0.05,4,31.8,11.3,28.5,0,1
SEC-003,0.7,0.11,35,14.4,45.5,46.4,0,1
SEC-001,0.85,0.08,22,43.0,75.8,44.8,0,1
SEC-003,0.7,0.11,35,39.9,10.3,18.8,0,1
SEC-023,0.1,0.04,45,41.7,44.4,27.6,0,0
SEC-019,0.92,0.05,4,15.4,67.1,5.9,0,0
SEC-050,0.81,0.06,25,10.9,41.4,12.1,0,0
SEC-038,0.87,0.06,12,22.5,25.6,28.4,0,0
SEC-019,0.92,0.05,4,33.5,55.3,15.4,0,0
SEC-043,0.89,0.05,30,15.3,20.5,3.7,0,0
SEC-043,0.89,0.05,30,31.7,6.7,49.2,0,1
SEC-043,0.89,0.05,30,37.7,79.7,33.3,0,0
SEC-038,0.87,0.06,12,30.6,7.3,31.5,0,1
SEC-019,0.92,0.05,4,32.7,76.1,25.0,0,0
SEC-002,0.45,0.18,3,37.4,70.6,59.9,0,1
SEC-050,0.81,0.06,25,17.3,41.9,37.2,0,0
SEC-019,0.92,0.05,4,27.2,32.8,46.9,0,1
SEC-007,0.9,0.06,28,36.9,62.3,36.4,0,0
SEC-019,0.92,0.05,4,26.5,57.9,36.7,0,0
SEC-050,0.81,0.06,25,12.3,78.2,35.0,0,0
SEC-043,0.89,0.05,30,32.1,65.8,20.6,0,0
SEC-038,0.87,0.06,12,10.5,5.2,46.2,0,1
SEC-043,0.89,0.05,30,21.7,56.1,16.6,0,0
SEC-007,0.9,0.06,28,39.9,50.7,24.9,0,0
SEC-050,0.81,0.06,25,13.9,79.0,0.9,0,0
SEC-002,0.45,0.18,3,11.4,28.8,51.2,1,1
SEC-050,0.81,0.06,25,38.5,48.5,21.8,0,0
SEC-019,0.92,0.05,4,33.8,22.3,24.7,0,0
SEC-050,0.81,0.06,25,19.1,51.7,59.5,0,1
SEC-019,0.92,0.05,4,22.3,56.3,20.9,0,0
SEC-002,0.45,0.18,3,28.8,25.3,45.4,0,1
SEC-009,0.8,0.07,31,44.8,69.5,58.2,0,1
SEC-043,0.89,0.05,30,39.6,41.5,58.0,0,1
SEC-038,0.87,0.06,12,25.4,22.6,11.1,0,0
SEC-003,0.7,0.11,35,13.1,46.3,32.5,0,0
SEC-009,0.8,0.07,31,23.0,27.3,5.8,1,0
SEC-023,0.1,0.04,45,26.3,66.3,48.6,0,1
SEC-019,0.92,0.05,4,36.5,78.8,54.2,0,1
SEC-003,0.7,0.11,35,34.2,44.1,47.7,0,1
SEC-050,0.81,0.06,25,16.7,36.6,46.6,0,0
SEC-007,0.9,0.06,28,28.8,79.4,7.0,0,0
SEC-002,0.45,0.18,3,17.8,57.5,21.6,0,0
SEC-023,0.1,0.04,45,12.6,28.7,52.9,0,1
SEC-002,0.45,0.18,3,37.1,50.2,8.1,0,0
SEC-023,0.1,0.04,45,20.1,22.1,46.7,1,1
SEC-019,0.92,0.05,4,31.9,17.2,14.8,0,0
SEC-002,0.45,0.18,3,10.6,38.2,47.8,0,1
SEC-007,0.9,0.06,28,34.3,37.7,10.8,0,0
SEC-009,0.8,0.07,31,26.8,6.0,5.0,0,0
SEC-050,0.81,0.06,25,32.1,39.4,43.0,0,1
SEC-019,0.92,0.05,4,27.1,63.6,28.5,0,0
SEC-038,0.87,0.06,12,28.5,54.3,7.8,0,0
SEC-019,0.92,0.05,4,35.6,79.7,56.2,0,1
SEC-019,0.92,0.05,4,36.1,34.0,8.7,0,0
SEC-002,0.45,0.18,3,39.7,37.1,26.7,0,0
SEC-038,0.87,0.06,12,16.9,21.7,12.6,0,0
SEC-002,0.45,0.18,3,18.5,22.3,0.9,0,0
SEC-043,0.89,0.05,30,22.4,50.8,25.2,0,0
SEC-050,0.81,0.06,25,11.7,26.1,34.4,0,0
SEC-038,0.87,0.06,12,39.6,51.3,59.8,0,1
SEC-019,0.92,0.05,4,23.7,16.4,50.6,0,1
SEC-007,0.9,0.06,28,44.4,55.4,11.7,0,0
SEC-023,0.1,0.04,45,44.9,19.7,1.1,0,0
SEC-002,0.45,0.18,3,37.1,36.1,40.8,0,1
SEC-038,0.87,0.06,12,28.5,78.8,23.4,0,0
SEC-050,0.81,0.06,25,32.6,25.5,38.9,0,0
SEC-019,0.92,0.05,4,23.8,9.1,4.3,0,0
SEC-007,0.9,0.06,28,23.2,27.6,37.7,0,0
SEC-002,0.45,0.18,3,34.8,11.5,49.6,0,1
SEC-003,0.7,0.11,35,37.0,63.3,43.5,0,1
SEC-038,0.87,0.06,12,22.9,42.2,47.6,0,1
SEC-019,0.92,0.05,4,23.3,72.8,22.0,0,0
SEC-043,0.89,0.05,30,24.3,42.9,0.2,0,0
SEC-043,0.89,0.05,30,27.9,12.1,57.8,1,1
SEC-043,0.89,0.05,30,40.3,42.8,49.8,0,0
SEC-001,0.85,0.08,22,39.5,6.6,14.6,0,1
SEC-019,0.92,0.05,4,40.5,29.4,33.2,1,1
SEC-023,0.1,0.04,45,40.5,61.9,12.3,0,0
SEC-050,0.81,0.06,25,17.6,22.7,24.7,0,0
SEC-038,0.87,0.06,12,14.9,28.8,57.3,0,0
SEC-019,0.92,0.05,4,44.7,62.9,46.8,0,1
SEC-023,0.1,0.04,45,30.5,33.2,43.4,0,1
SEC-009,0.8,0.07,31,17.2,54.6,30.4,0,0
SEC-001,0.85,0.08,22,39.5,54.1,14.6,1,1
SEC-007,0.9,0.06,28,31.9,25.9,31.0,0,0
SEC-009,0.8,0.07,31,24.5,7.7,18.1,0,0
SEC-019,0.92,0.05,4,13.1,69.9,51.1,0,1
SEC-038,0.87,0.06,12,26.2,39.3,39.7,0,0
SEC-023,0.1,0.04,45,24.1,67.2,49.7,0,1
SEC-023,0.1,0.04,45,40.5,64.7,35.6,0,0
SEC-019,0.92,0.05,4,16.1,53.9,42.4,0,1
SEC-009,0.8,0.07,31,42.4,58.4,42.3,0,1
SEC-023,0.1,0.04,45,17.6,68.1,10.8,0,0
SEC-050,0.81,0.06,25,17.8,69.1,39.0,0,0
SEC-043,0.89,0.05,30,11.2,24.4,23.6,0,0
SEC-019,0.92,0.05,4,41.8,66.5,9.7,0,0
SEC-009,0.8,0.07,31,26.0,15.7,31.9,0,0
SEC-003,0.7,0.11,35,35.0,17.9,15.8,0,0
SEC-038,0.87,0.06,12,21.6,56.5,21.8,0,0
SEC-038,0.87,0.06,12,29.4,55.8,13.6,0,0
SEC-003,0.7,0.11,35,43.5,41.7,0.8,0,0
SEC-007,0.9,0.06,28,30.1,68.5,15.5,0,0
SEC-003,0.7,0.11,35,23.6,71.5,7.1,0,0
SEC-003,0.7,0.11,35,39.6,40.3,8.5,0,0
SEC-023,0.1,0.04,45,12.9,72.8,0.9,0,0
SEC-043,0.89,0.05,30,42.7,35.7,46.4,0,1
SEC-002,0.45,0.18,3,37.0,66.2,4.5,0,0
SEC-007,0.9,0.06,28,21.2,32.1,24.1,0,0
SEC-019,0.92,0.05,4,42.2,44.0,54.7,0,1
SEC-003,0.7,0.11,35,36.9,14.8,22.4,0,1
SEC-002,0.45,0.18,3,30.3,33.7,24.4,0,0
SEC-023,0.1,0.04,45,17.9,76.9,41.5,0,1
SEC-038,0.87,0.06,12,38.9,69.2,34.2,0,0
SEC-023,0.1,0.04,45,23.2,18.7,11.9,0,0
SEC-007,0.9,0.06,28,27.3,29.5,17.8,1,1
SEC-009,0.8,0.07,31,42.9,66.7,26.8,0,0
SEC-023,0.1,0.04,45,28.1,32.3,53.0,0,1
SEC-050,0.81,0.06,25,28.5,40.5,18.8,0,0
SEC-038,0.87,0.06,12,13.0,62.9,35.4,0,0
SEC-001,0.85,0.08,22,29.3,45.2,53.9,0,1
SEC-007,0.9,0.06,28,24.4,77.3,14.4,0,0
SEC-023,0.1,0.04,45,16.2,14.1,11.5,0,0
SEC-001,0.85,0.08,22,19.9,11.4,23.5,0,0
SEC-019,0.92,0.05,4,21.6,45.1,27.7,0,0
SEC-007,0.9,0.06,28,28.5,5.9,19.1,0,0
SEC-050,0.81,0.06,25,24.1,46.5,47.0,0,1
SEC-043,0.89,0.05,30,41.5,30.5,1.8,0,0
SEC-038,0.87,0.06,12,33.8,50.5,5.0,0,0
SEC-009,0.8,0.07,31,20.9,15.5,42.1,0,0
SEC-050,0.81,0.06,25,15.0,48.0,38.9,0,0
SEC-009,0.8,0.07,31,12.9,35.7,40.1,0,1
SEC-019,0.92,0.05,4,26.3,66.6,47.7,0,1
SEC-038,0.87,0.06,12,35.2,74.6,15.9,1,1
SEC-043,0.89,0.05,30,42.6,27.6,57.2,0,1
SEC-002,0.45,0.18,3,30.8,70.7,18.5,0,0
SEC-019,0.92,0.05,4,43.0,41.2,0.9,0,0
SEC-023,0.1,0.04,45,20.0,78.6,1.7,0,0
SEC-019,0.92,0.05,4,30.4,40.0,53.5,0,1
SEC-038,0.87,0.06,12,26.5,40.6,50.6,0,1
SEC-001,0.85,0.08,22,35.7,61.3,47.6,0,1
SEC-001,0.85,0.08,22,37.2,42.9,58.1,0,1
SEC-009,0.8,0.07,31,12.0,68.0,56.9,0,1
SEC-023,0.1,0.04,45,20.4,9.1,13.3,0,0
SEC-003,0.7,0.11,35,33.8,62.8,30.2,0,0
SEC-023,0.1,0.04,45,29.4,78.4,54.7,0,0
SEC-043,0.89,0.05,30,20.2,19.7,8.2,0,0
SEC-023,0.1,0.04,45,28.1,56.7,22.7,0,0
SEC-038,0.87,0.06,12,40.9,5.7,49.2,0,1
SEC-023,0.1,0.04,45,23.5,45.4,24.8,0,0
SEC-009,0.8,0.07,31,43.2,34.3,46.0,0,1
SEC-038,0.87,0.06,12,25.4,68.9,50.8,0,1
SEC-009,0.8,0.07,31,10.7,54.3,49.7,0,1
SEC-050,0.81,0.06,25,30.2,63.5,19.3,0,0
SEC-038,0.87,0.06,12,40.3,37.7,57.9,0,1
SEC-050,0.81,0.06,25,29.2,8.9,55.1,0,1
SEC-050,0.81,0.06,25,26.6,44.1,17.1,0,0
SEC-002,0.45,0.18,3,22.6,27.9,0.9,0,0
SEC-023,0.1,0.04,45,28.7,42.4,2.8,0,0
SEC-001,0.85,0.08,22,20.3,61.3,26.9,0,0
SEC-009,0.8,0.07,31,37.7,42.2,40.5,0,1
SEC-007,0.9,0.06,28,17.7,75.7,22.6,0,0
SEC-007,0.9,0.06,28,40.0,58.2,27.7,0,0
SEC-009,0.8,0.07,31,41.3,48.8,23.6,0,0
SEC-002,0.45,0.18,3,22.4,35.7,20.6,0,0
SEC-050,0.81,0.06,25,12.5,30.6,20.6,0,0
SEC-038,0.87,0.06,12,18.0,11.5,17.2,0,0
SEC-003,0.7,0.11,35,10.5,17.8,26.9,0,0
SEC-038,0.87,0.06,12,24.0,22.4,2.3,1,1
SEC-050,0.81,0.06,25,28.7,21.6,40.0,0,0
SEC-023,0.1,0.04,45,24.5,36.9,11.7,0,0
SEC-009,0.8,0.07,31,27.7,34.5,18.5,0,0
SEC-003,0.7,0.11,35,43.0,17.8,0.2,0,0
SEC-023,0.1,0.04,45,28.8,23.9,22.4,0,0
SEC-043,0.89,0.05,30,29.8,75.1,58.3,1,1
SEC-001,0.85,0.08,22,44.1,22.4,40.9,0,1
SEC-009,0.8,0.07,31,32.1,19.2,15.3,0,1
SEC-003,0.7,0.11,35,20.2,5.7,49.9,1,0
SEC-007,0.9,0.06,28,39.1,26.2,48.7,1,1
SEC-038,0.87,0.06,12,39.0,79.7,46.5,0,1
SEC-050,0.81,0.06,25,35.6,56.9,13.7,0,0
SEC-050,0.81,0.06,25,29.1,44.5,10.1,0,0
SEC-002,0.45,0.18,3,39.8,5.6,27.8,0,1
SEC-003,0.7,0.11,35,11.4,51.6,9.3,0,0
SEC-043,0.89,0.05,30,13.5,54.4,53.3,0,1
SEC-002,0.45,0.18,3,41.1,47.5,45.0,0,1
SEC-019,0.92,0.05,4,36.7,71.6,54.5,0,1
SEC-009,0.8,0.07,31,19.9,24.9,57.5,0,0
SEC-038,0.87,0.06,12,43.0,78.8,42.9,0,1
SEC-003,0.7,0.11,35,25.3,5.3,32.6,0,0
SEC-002,0.45,0.18,3,10.7,17.2,48.5,0,1
SEC-003,0.7,0.11,35,42.8,14.0,49.3,0,1
SEC-002,0.45,0.18,3,38.8,40.1,26.8,0,0
SEC-019,0.92,0.05,4,38.8,44.7,44.9,0,1
SEC-007,0.9,0.06,28,33.3,35.5,46.9,0,0
SEC-002,0.45,0.18,3,18.5,55.6,10.8,0,0
SEC-009,0.8,0.07,31,41.7,35.1,56.9,0,1
SEC-019,0.92,0.05,4,34.1,36.1,55.5,0,1
SEC-001,0.85,0.08,22,31.0,12.4,25.4,0,1
SEC-038,0.87,0.06,12,38.4,73.8,44.7,0,1
SEC-003,0.7,0.11,35,43.4,26.3,52.7,0,0
SEC-050,0.81,0.06,25,24.4,32.2,40.3,0,1
SEC-043,0.89,0.05,30,25.9,63.5,29.1,0,0
SEC-002,0.45,0.18,3,18.5,30.8,21.8,0,0
